restaurant_name,restaurant_ID,restaurant_address,restaurant_tag,rating,price,review_number,unique_reviewer,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,restaurant_neighborhood,GIS_ID,CT_ID_10,NUM_REST,RATE_REVIEWS,RATE_REVIEWERS,AVG_RATING,PCT_DLRS_1,PCT_DLRS_2,PCT_DLRS_3,PCT_DLRS_4,PCT_DLRS_NA,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,closed
sweetgreen,3634,"87 Summer St,Boston, MA 02110,","Salad,Vegetarian,",4,$$ ,68,67,2,0,2,0,0,4,1,2,3,1,1,0,0,0,0,0,Boston,304574000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
sweetgreen,3637,"225 Franklin St,Boston, MA 02110,","Vegetarian,Salad,",3.5,NA,18,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston,304134000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Au Bon Pain,189,"1 International Pl,Boston, MA 02110,","Coffee & Tea,Sandwiches,",3,$ ,29,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Boston,304043010,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Brandy Pete's,466,"267 Franklin St,Boston, MA 02110,","American (Traditional),Bars,",3.5,$$ ,76,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston,304035000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Coogan's,852,"171 Milk St,Boston, MA 02109,","Bars,American (Traditional),Pizza,",2.5,$ ,310,310,4,1,2,2,3,0,3,3,2,2,1,0,0,0,1,0,Boston,304007000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Fruit/Vegetable Cart Stand,1271,"Summer St & Federal St,Boston, MA 02111,","Food Stands,",5,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304199000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Lolita Cocina & Tequila Bar Fort Point,1819,"253 Summer St,Boston, MA 02210,","Mexican,",4,$$ ,455,455,7,12,8,9,16,10,17,22,11,11,5,2,0,9,16,12,Boston,305364005,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
McDonald's,1966,"2 S Station,Boston, MA 02110,","Fast Food,Burgers,Coffee & Tea,",2,$ ,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Boston,304630010,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Metro Convenience,2001,"253 Summer St,Boston, MA 02210,","Delis,Grocery,Convenience Stores,",3,$ ,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305364005,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
PABU Boston,2289,"3 Franklin St,Boston, MA 02110,","Sushi Bars,Izakaya,Venues & Event Spaces,",4,$$$ ,412,410,5,6,12,7,6,7,7,11,1,4,4,0,2,0,1,0,Boston,304592010,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Rebecca's Cafe,2547,"One Financial Ctr,Boston, MA 02111,","Sandwiches,Cafes,",2.5,$ ,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304340000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Restaurant Associates,2585,"1 Financial Ctr,Boston, MA 02111,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304340000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Smith & Wollensky,2860,"294 Congress St,Boston, MA 02210,","Steakhouses,Seafood,",3.5,$$$$ ,363,363,2,3,2,2,5,2,4,7,1,5,0,0,0,0,6,7,Boston,302952010,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
South Street Diner,2887,"178 Kneeland St,Boston, MA 02111,","Diners,Breakfast & Brunch,",3.5,$$ ,754,754,10,5,8,9,7,5,7,7,1,3,4,0,2,3,5,4,Boston,305350000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
The Atrium Cafe,3159,"1 Financial Ctr,Boston, MA 02111,","Sandwiches,",3.5,$ ,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304340000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
The Palm - Boston,3270,"1 International Pl,Ste 190,Boston, MA 02110,","Seafood,Steakhouses,",3.5,$$$ ,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304043010,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
Uno Due Go,3427,"52 Summer St,Boston, MA 02110,","Mediterranean,Salad,Pizza,",3.5,$ ,235,235,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,Boston,304592000,25025070101,259,167.5096525,163.5830116,3.676374323,0.397683398,0.258687259,0.088803089,0.015444015,0.239382239,345,371,444,321,397,392,469,471,288,279,156,33,39,59,99,78,FALSE
163 Vietnamese Sandwiches & Bubble Tea,7,"66 Harrison Ave,Boston, MA 02111,","Vietnamese,Coffee & Tea,Delis,",3.5,$ ,335,335,0,0,0,1,1,1,3,0,1,1,1,0,0,2,0,1,Boston,305264000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
4th Wall Restaurant & Bar,18,"228 Tremont St,Boston, MA 02116,","Bars,American (New),",4,$$ ,77,77,7,2,3,5,6,3,3,0,5,8,0,0,1,0,0,1,Boston,304936000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
99 Cafe,29,"7 Knapp St,Boston, MA 02111,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304957000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Abby Lane,40,"255 Tremont St,Boston, MA 02116,","American (New),",3.5,$$ ,466,466,3,2,3,3,3,6,4,4,3,1,2,0,0,0,3,1,Boston,500064000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Au Bon Pain,183,"750 Washington St,Boston, MA 02111,","Sandwiches,Bakeries,Breakfast & Brunch,",2.5,$ ,27,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Boston,305380000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Avana Express Bar,199,"45 Beach St,Boston, MA 02111,","Seafood,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305265000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
BLR By Shojo,226,"13A Hudson St,Boston, MA 02111,","Chinese,",4,$$ ,256,256,1,1,7,1,2,3,5,4,1,0,0,0,0,0,0,0,Boston,305299000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Bao Bao Bakery & Cafe,263,"84 Harrison Ave,Boston, MA 02111,","Bakeries,Cafes,",4,$ ,87,87,3,2,2,4,2,4,2,4,3,3,0,0,0,0,2,0,Boston,305258000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Blaze Fast Fire'd Pizza,358,"123 Stuart St,Boston, MA 02116,","Salad,Fast Food,Pizza,",4,$ ,164,164,2,2,1,5,7,4,3,1,2,2,1,0,0,0,1,1,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Bo-Shek Coffee House,383,"63 Beach St,Boston, MA 02111,","Chinese,",4,$ ,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305292000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Boloco,392,"176 Boylston St,Boston, MA 02116,","Mexican,Fast Food,American (New),",4,$ ,219,219,1,0,1,4,2,3,3,3,1,1,3,0,1,1,1,0,Boston,500020000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Boom Crispy Chicken,415,"22 Kneeland St,Boston, MA 02111,","Chicken Wings,Chicken Shop,Japanese,",3,NA,63,63,4,1,2,5,4,2,2,4,2,2,0,0,0,1,0,1,Boston,304945000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Boston Kitchen Pizza,444,"1 Stuart St,Boston, MA 02116,","Pizza,Italian,",4,$ ,241,240,3,0,5,1,4,2,1,1,1,1,0,0,0,0,0,1,Boston,304924000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Bubor Cha Cha,510,"45 Beach St,Boston, MA 02111,","Seafood,Szechuan,",3,$$ ,339,338,0,2,0,1,1,2,3,6,0,0,0,0,1,0,0,1,Boston,305265000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Burger Express,522,"8 Park Plz,Boston, MA 02116,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Cafe Corner,573,"62 Harrison Ave,Boston, MA 02111,","Cafes,",4,$ ,47,47,0,1,1,1,2,1,1,1,1,1,1,0,0,1,0,0,Boston,305265000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Caprice,652,"275 Tremont St,Boston, MA 02116,","Lounges,American (New),",2.5,$$ ,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,500065000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Caprice International Burger Bar,653,"275 Tremont St,Boston, MA 02116,","American (Traditional),",2,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,500065000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
China Gourmet Restaurant,754,"23 Tyler St,Boston, MA 02111,","Chinese,",3.5,$$ ,28,27,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,1,Boston,305271000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
China Pearl Restaurant,759,"9 Tyler St,Boston, MA 02111,","Dim Sum,Seafood,Cantonese,",3,$$ ,571,570,4,5,3,2,5,4,3,4,2,6,0,0,0,0,1,1,Boston,305263000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Chinatown Cafe,763,"262 Harrison Ave,Boston, MA 02111,","Chinese,",4,$ ,187,186,2,0,3,0,3,1,1,2,4,2,0,2,3,2,0,0,Boston,305021000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Chinese Consolidated Benevolent Assn of New England,765,"90 Tyler St,Boston, MA 02111,","Chinese,",3,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305132000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Chinese Gourmet Express,769,"8 Park Plz,Boston, MA 02116,","Chinese,",2,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Chipotle Mexican Grill,782,"8 Park Plz,Theatre District,Boston, MA 02116,","Mexican,Fast Food,",3.5,$ ,19,19,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
City Place Boston,812,"8 - 10 Park Plz,Boston, MA 02116,","Food Court,Coffee & Tea,",3.5,$ ,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Clay Pot Cafe,819,"74 Kneeland St,Boston, MA 02111,","Cantonese,",4,$ ,330,328,6,5,5,5,7,8,2,9,4,9,4,0,0,0,2,2,Boston,305304000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Crave Mad for Chicken,882,"75 Kneeland St,Boston, MA 02111,","Korean,Bars,Sushi Bars,",3.5,$$ ,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305237000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Crave Mad for Chicken,883,"75 Kneeland St,Boston, MA 02111,","Korean,Bars,Sushi Bars,",3.5,$$ ,609,608,32,22,12,20,10,4,8,14,12,12,8,2,6,6,5,4,Boston,305237000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Ding Ho Restaurant,996,"88 Harrison Ave,Boston, MA 02111,","Chinese,",3.5,$ ,83,83,0,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,Boston,305257000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Double Chin,1031,"86 Harrison Ave,Boston, MA 02111,","Asian Fusion,Chinese,Hong Kong Style Cafe,",3.5,$$ ,503,502,2,6,13,11,7,2,8,5,5,4,3,1,2,0,5,3,Boston,305257000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Dumpling Cafe,1050,"695 Washington St,Boston, MA 02111,","Taiwanese,Chinese,Cafes,",3,$$ ,838,832,2,8,6,10,7,9,6,6,11,4,1,0,0,1,4,0,Boston,304923000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Eat Pho,1072,"23 Beach St,Boston, MA 02111,","Vietnamese,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304948000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Eat Pho,1073,"21 Beach St,Boston, MA 02111,","Vietnamese,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304949000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Empire Garden Restaurant,1125,"690 Washington St,Boston, MA 02111,","Dim Sum,Cantonese,",3,$$ ,427,427,2,2,6,3,3,2,2,6,1,0,3,0,0,0,0,0,Boston,304944000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Food 4 Thought,1232,"145 Harrison Ave,Sackler Bld,Boston, MA 02111,","Cafes,",4,$ ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305382001,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Fresh Life Cafe,1264,"795 Washington St,Tufts Medical Center, North Building, G/F,Boston, MA 02111,","Cafeteria,Cafes,",3,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305379035,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Gaga Seafood Restaurant,1285,"25-27 Tyler St,Boston, MA 02111,","Seafood,Chinese,",4,$$ ,210,210,5,4,5,4,0,5,13,3,2,0,1,0,2,0,0,1,Boston,305271000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Genki Ya - Boston,1311,"232 Tremont St,Boston, MA 02116,","Sushi Bars,Japanese,Bars,",3.5,$$ ,492,490,0,3,3,2,3,3,7,3,6,1,3,3,1,2,1,1,Boston,304934010,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Golden Palace,1339,"14 Tyler St,Boston, MA 02111,","Chinese,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305284000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Gourmet China House,1346,"55 Beach St,Boston, MA 02111,","Chinese,",3.5,$$ ,229,222,3,2,5,3,3,3,4,3,5,4,1,0,2,0,2,0,Boston,305265000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Grand China Restaurant,1356,"692 Washington St,Boston, MA 02111,","Chinese,",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304944000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Great Barbecue,1365,"15 Hudson St,Boston, MA 02111,","Chinese,Barbeque,",3.5,$$ ,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305299000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Great Taste Bakery & Restaurant,1370,"63 Beach St,Boston, MA 02111,","Bakeries,Dim Sum,Cantonese,",3.5,$ ,378,377,2,3,3,2,4,5,6,4,3,4,4,0,1,0,4,2,Boston,305292000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Happy Lamb Hot Pot,1421,"693 Washington St,Boston, MA 02116,","Hot Pot,Chinese,Asian Fusion,",4,$$ ,183,183,23,14,13,6,9,9,7,10,5,2,1,1,0,1,1,0,Boston,304922000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Herrera's Burritos,1455,"8 Park Plz,Boston, MA 02116,","Mexican,",3,$ ,39,39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Ho Toy Noodles,1466,"231 Harrison Ave,Boston, MA 02111,","Noodles,",4.5,$ ,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305473000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Hong Kong Eatery,1479,"79 Harrison Ave,Boston, MA 02111,","Cantonese,Noodles,Barbeque,",3.5,$ ,575,573,7,9,5,3,3,3,5,6,8,6,5,2,1,6,1,0,Boston,304953000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Ils-Wayport,1520,"702 Washington St,Boston, MA 02111,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,304943000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Irashai Sushi and Teriyaki,1534,"8 Kneeland St,Boston, MA 02111,","Japanese,Sushi Bars,",4,$$ ,497,494,9,7,4,6,5,6,1,3,3,3,1,0,4,2,0,0,Boston,304943000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Iron Wok,1537,"8 Park Plz,Boston, MA 02116,","Chinese,",3,$ ,15,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Jade Garden,1562,"18-20 Tyler St,Boston, MA 02111,","Chinese,Seafood,Chicken Wings,",3.5,$$ ,227,225,2,2,2,3,1,2,4,4,3,1,0,0,0,0,0,0,Boston,305282000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Jimmy John's,1588,"12 Charles St S,Ste D2-B,Boston, MA 02116,","Sandwiches,Fast Food,Delis,",2.5,$ ,19,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Boston,500010000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Jook Sing Cafe,1602,"177 Harrison Ave,Boston, MA 02111,","Chinese,Cafes,Breakfast & Brunch,",3.5,$ ,53,53,0,0,1,0,0,1,2,3,0,2,0,1,0,0,1,1,Boston,305400100,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Juicy Spot Cafe,1619,"16 Tyler St,Boston, MA 02111,","Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Cafes,",3.5,$ ,134,134,2,2,5,2,4,0,3,0,1,1,0,0,0,0,2,0,Boston,305283000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Kneeland Cafe,1668,"75 Kneeland St,Boston, MA 02111,","Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies,",4,$ ,18,18,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Boston,305237000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
Korea House,1675,"63 Beach St,Boston, MA 02111,","Restaurants,",1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,305292000,25025070200,96,236.53125,208.8125,3.556876734,0.354166667,0.40625,0.03125,0,0.208333333,244,216,267,248,280,241,279,279,188,186,79,27,46,39,62,50,FALSE
