restaurant_name,restaurant_ID,restaurant_address,restaurant_tag,rating,price,review_number,unique_reviewer,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,restaurant_neighborhood,GIS_ID,CT_ID_10,NUM_REST,RATE_REVIEWS,RATE_REVIEWERS,AVG_RATING,PCT_DLRS_1,PCT_DLRS_2,PCT_DLRS_3,PCT_DLRS_4,PCT_DLRS_NA,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,closed
Cafe Landwer,582,"383 Chestnut Hill Ave,Brighton, MA 02135,","Diners,Mediterranean,Breakfast & Brunch,",4,$$ ,116,116,4,6,5,6,3,8,4,4,12,5,2,0,1,1,2,1,Brighton,2102440001,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Chipotle Mexican Grill,780,"1924 Beacon St,Brighton, MA 02135,","Mexican,Fast Food,",3,$ ,105,105,1,1,0,2,2,0,0,1,1,0,1,0,1,0,2,0,Brighton,2102394000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
CitySide Tavern,817,"1960 Beacon St,Brighton, MA 02135,","Bars,Burgers,Sandwiches,",3,$$ ,350,350,2,0,2,1,1,2,13,3,0,4,3,1,0,0,3,0,Brighton,2102396000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Eagle's Deli,1061,"1918 Beacon St,Brighton, MA 02135,","Delis,Burgers,Sandwiches,",3.5,$ ,421,421,4,2,2,3,2,3,3,1,1,3,1,1,1,0,5,0,Brighton,2102392000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Feng Shui Sushi & Dumplings,1171,"1926 Beacon St,Boston, MA 02135,","Sushi Bars,Chinese,Japanese,",3.5,NA,73,73,9,4,6,1,4,2,0,5,2,0,0,0,0,0,0,0,Brighton,2102395000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Fin's Sushi and Grill,1184,"354 Chestnut Hill Ave,Brighton, MA 02135,","Sushi Bars,Japanese,",4,$$ ,289,289,0,0,0,2,2,0,1,2,0,0,1,0,1,3,1,1,Brighton,2102357000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Pino's Pizza,2423,"1920 Beacon St,Brighton, MA 02135,","Pizza,",4,$ ,445,443,1,3,5,4,4,2,6,2,6,2,2,2,1,2,0,1,Brighton,2102392000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Stellar Restaurant Group,2928,"1940 Beacon St,Brighton, MA 02135,","Restaurants,",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,2102396000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
The Circle Pizza,3202,"356 Chestnut Hill Ave,Boston, MA 02135,","Pizza,",4,NA,21,21,0,2,2,3,1,1,4,2,1,1,0,0,0,1,0,0,Brighton,2102357000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Sushi Momento,3022,"399 Chestnut Hill Ave,Brookline, MA 02445,","Sushi Bars,Cocktail Bars,Japanese,",4.5,$$ ,87,87,15,4,8,6,7,8,6,5,2,6,2,0,0,0,0,0,Brookline,2102428000,25025000502,11,179.3636364,179.1818182,3.6495185,0.363636364,0.363636364,0,0,0.272727273,38,25,30,28,31,28,38,26,25,23,13,4,6,8,14,3,FALSE
Andalus Pizza & Cafe,108,"153 Sutherland Rd,Brighton, MA 02135,","Pizza,Ice Cream & Frozen Yogurt,Italian,",3.5,$ ,86,86,2,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,Brighton,2102086000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Babushka Deli,231,"62 Washington St,Brighton, MA 02135,","Delis,Imported Food,",2.5,$ ,24,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Brighton,2101987001,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Bamboo Thai Restaurant,252,"1616 Commonwealth Ave,Brighton, MA 02135,","Thai,Bars,Salad,",4,$$ ,387,386,2,3,4,3,2,4,0,5,1,0,2,1,1,0,0,1,Brighton,2101987000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Genji,1305,"15 Washington St,Brighton, MA 02135,","Sushi Bars,",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,2101707001,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
La Catrina,1699,"1620 Commonwealth Ave,Boston, MA 02135,","Mexican,",4,$ ,174,173,1,0,4,2,2,3,3,0,3,1,0,0,3,2,5,1,Brighton,2101987000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Milano Pizza & Pasta,2025,"60 Washington St,Brighton, MA 02135,","Pizza,",3,$$ ,67,67,0,1,0,1,0,1,2,1,2,0,0,0,1,0,1,0,Brighton,2101988000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Pizza Rail,2439,"1696 Commonwealth Ave,Boston, MA 02135,","Pizza,",3,NA,30,30,0,1,2,1,2,1,0,0,2,0,1,0,0,0,0,0,Brighton,2102088000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Taqueria,3075,"15 Washington St,Brighton, MA 02135,","Tacos,",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,2101707001,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Tasca Restaurant,3086,"1612 Commonwealth Ave,Brighton, MA 02135,","Spanish,Tapas Bars,Tapas/Small Plates,",4,$$ ,939,938,3,7,2,3,4,2,4,1,1,0,1,0,0,1,2,3,Brighton,2101987000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Vaisakhi Indian Kitchen,3437,"157 Sutherland Rd,Boston, MA 02135,","Indian,",4.5,$$ ,105,103,2,6,4,8,5,3,0,4,5,1,2,4,1,3,4,0,Brighton,2102086000,25025000504,10,181.2,180.7,3.931843267,0.3,0.4,0,0,0.3,10,18,17,20,15,17,10,11,14,2,6,7,6,6,12,5,FALSE
Asahi,160,"418 Market St,Brighton, MA 02135,","Sushi Bars,Japanese,",4,$$ ,146,146,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Brighton,2202399000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Brato Brewhouse and Kitchen,468,"190 N Beacon St,Boston, MA 02135,","Breweries,Seafood,",4.5,$$ ,53,53,0,0,0,0,0,0,0,0,8,6,1,0,0,7,6,1,Brighton,2202156000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Brighton Bodega,483,"328 Washington St,Boston, MA 02135,","Cocktail Bars,Tapas/Small Plates,",4.5,$$ ,167,167,2,1,5,4,3,7,5,1,9,5,1,3,2,1,3,1,Brighton,2205499000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Brighton House of Pizza,485,"218 Market St,Brighton, MA 02135,","Pizza,",3,$ ,49,49,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Brighton,2202176000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Caffè Nero,617,"298 Washington St,Boston, MA 02135,","Coffee & Tea,Coffee Roasteries,Breakfast & Brunch,",4.5,$ ,16,16,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Brighton,2205504000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Corrib Pub & Restaurant,863,"396 Market St,Brighton, MA 02135,","American (New),Pubs,Irish,",3.5,$$ ,57,56,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Brighton,2202401000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Darbar,946,"130 N Beacon St,Boston, MA 02135,","Pakistani,Halal,Indian,",3.5,$$ ,191,191,0,1,1,4,2,5,0,0,1,1,1,2,1,0,2,0,Brighton,2201926000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Dash Cafe,955,"5 Henshaw St,Brighton, MA 02135,","Cafes,Coffee & Tea,Sandwiches,",4.5,$ ,195,194,2,1,0,1,0,1,5,2,0,2,1,1,0,1,0,0,Brighton,2202339000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Devlin's,985,"332 Washington St,Brighton, MA 02135,","American (Traditional),Cocktail Bars,",3.5,$$ ,411,409,0,1,1,1,1,6,5,0,4,2,1,0,1,1,1,1,Brighton,2205498000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Esperia Grill,1131,"344 Washington St,Brighton, MA 02135,","Greek,",4.5,$$ ,445,443,0,3,0,6,4,1,0,1,1,1,0,1,4,0,2,0,Brighton,2205518000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
KFC,1628,"30 N Beacon St,Allston, MA 02134,","Fast Food,Chicken Wings,Chicken Shop,",2,$ ,57,57,0,0,0,0,1,0,0,0,0,3,2,1,2,1,1,0,Allston,2101305000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
MDM Noodles,1868,"351 Washington St,Brighton, MA 02135,","Chinese,Noodles,",4,$$ ,229,227,5,2,3,3,3,6,5,4,4,2,3,0,2,0,2,0,Brighton,2202397000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Pan Delis,2313,"228 Market St,Brighton, MA 02135,","Delis,Sandwiches,",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,2202185000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Porter Belly's Pub,2471,"338 Washington St,Brighton, MA 02135,","Bars,Irish,",3.5,$$ ,89,89,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Brighton,2205497000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
South of the Clouds,2888,"412A Market St,Brighton, MA 02135,","Noodles,Chinese,",4,$$ ,57,57,3,1,2,1,1,2,2,1,2,0,0,2,0,1,0,0,Brighton,2202399000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Tin Tin Buffet Restaurant,3339,"200 N Beacon St,Brighton, MA 02135,","Buffets,Chinese,",2.5,$ ,160,160,2,1,0,2,4,1,1,1,1,1,1,0,0,0,0,0,Brighton,2202155000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Twin Donuts,3400,"501 Cambridge St,Allston, MA 02134,","Donuts,Breakfast & Brunch,",4,$ ,300,300,0,2,0,1,0,1,2,1,2,2,0,0,2,1,2,0,Allston,2101290000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Winship Spa,3545,"290 Washington St,Brighton, MA 02135,","Grocery,Convenience Stores,Sandwiches,",3.5,$ ,12,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Brighton,2205504000,25025000601,18,146.3333333,145.8888889,3.869020501,0.388888889,0.555555556,0,0,0.055555556,17,19,15,23,20,35,28,13,34,28,11,10,14,13,19,4,FALSE
Brighton Cafe,484,"1597 Commonwealth Ave,Brighton, MA 02135,","Breakfast & Brunch,",4,$ ,205,205,0,2,2,2,1,0,2,1,0,1,0,0,0,0,0,0,Brighton,2101839000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Burger King,536,"210 Brighton Ave,Allston, MA 02134,","Fast Food,Burgers,",2.5,$ ,27,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Allston,2101203000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
New York Fried Chicken & Pizza,2155,"67 Washington St,Brighton, MA 02135,","Pizza,Chicken Wings,Sandwiches,",2.5,$ ,82,82,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Brighton,2101839000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Our Zone,2277,"1583 Commonwealth Ave,Boston, MA 02135,","Szechuan,",4.5,NA,24,21,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,Brighton,2101839000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Rock City Pizza,2631,"568 Cambridge St,Allston, MA 02134,","Pizza,Chicken Wings,Salad,",3.5,$$ ,154,153,3,1,0,3,1,0,1,1,0,0,2,0,1,6,3,0,Allston,2101225000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Sabatino's Italian Kitchen,2682,"1443 Commonwealth Ave,Brighton, MA 02135,","Italian,Pizza,Sandwiches,",3.5,$ ,200,200,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,Brighton,2101283000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Sultana's Bakery & Cafe,2995,"1585 Commonwealth Ave,Brighton, MA 02135,","Cafes,Bakeries,Mediterranean,",4.5,$ ,82,82,2,1,0,1,0,0,0,0,4,5,0,2,0,0,0,1,Brighton,2101839000,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Taqueria El Carrizal,3080,"254 Brighton Ave,Allston, MA 02134,","Latin American,Mexican,",4,$$ ,104,104,0,0,1,0,0,0,2,1,1,0,0,0,2,1,1,0,Allston,2101160002,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Tatte Bakery,3101,"201 Washington St,Boston, MA 02108,","Bakeries,Breakfast & Brunch,Cafes,",4.5,$$ ,34,34,0,0,0,0,2,2,4,10,2,1,0,0,0,0,1,0,Boston,2101833010,25025000602,9,101.3333333,100.8888889,3.703399123,0.555555556,0.333333333,0,0,0.111111111,8,5,5,6,6,4,9,13,9,9,2,2,4,8,6,3,FALSE
Atara Bistro,174,"1418 Commonwealth Ave,Brighton, MA 02135,","American (Traditional),",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,2101412000,25025000701,3,169.3333333,169.3333333,3.637795276,0.333333333,0.333333333,0,0,0.333333333,2,4,2,0,4,5,3,1,2,6,2,2,0,0,0,2,FALSE
Charlie's Pizza & Cafe,710,"177 Allston St,Allston, MA 02134,","Pizza,",3,$ ,184,184,2,1,1,0,2,0,1,1,0,4,0,1,0,0,0,2,Allston,2101418000,25025000701,3,169.3333333,169.3333333,3.637795276,0.333333333,0.333333333,0,0,0.333333333,2,4,2,0,4,5,3,1,2,6,2,2,0,0,0,2,FALSE
Harry's Bar & Grill,1434,"1430 Commonwealth Ave,Brighton, MA 02135,","Bars,American (Traditional),",4,$$ ,324,324,0,3,1,0,2,5,2,0,2,2,2,1,0,0,0,0,Brighton,2101820000,25025000701,3,169.3333333,169.3333333,3.637795276,0.333333333,0.333333333,0,0,0.333333333,2,4,2,0,4,5,3,1,2,6,2,2,0,0,0,2,FALSE
BBQ Olive Chicken Boston,222,"182 Harvard Ave,Boston, MA 02134,","Korean,Bars,Chicken Shop,",3.5,$$ ,226,226,3,4,9,8,2,4,5,2,3,9,6,4,5,4,5,3,Allston,2100836000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Boston Wing-It,455,"1153 Commonwealth Ave,Allston, MA 02134,","Chicken Wings,Steakhouses,Chinese,",3,$ ,256,255,3,0,1,2,2,4,0,2,1,0,0,0,0,3,0,0,Allston,2100771000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Cheers Cut,722,"154 Harvard Ave,Boston, MA 02134,","Taiwanese,",4,$ ,62,62,3,1,3,2,6,2,2,1,2,0,0,0,0,0,0,0,Allston,2100840000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Dolphin Bay,1006,"72 Brighton Ave,Boston, MA 02134,","Taiwanese,Bubble Tea,",4.5,$ ,480,473,2,7,3,2,4,7,3,5,3,5,0,0,0,1,2,4,Allston,2100805000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Five Guys,1200,"1223 Commonwealth Ave,Boston, MA 02134,","Burgers,Fast Food,",3,$ ,45,44,0,0,4,2,0,2,1,0,1,0,0,0,3,1,0,0,Allston,2100835000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Hanmaru,1418,"168 Harvard Ave,Allston, MA 02134,","Korean,Japanese,Asian Fusion,",3.5,$$ ,207,204,0,1,1,3,0,3,0,2,0,1,1,0,1,0,0,0,Allston,2100840000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Happy Lamb Hot Pot,1422,"130 Brighton Ave,Boston, MA 02134,","Hot Pot,Mongolian,",3.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allston,2100846000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
International Pizza & Sub,1531,"136 Harvard Ave,Allston, MA 02134,","Pizza,Sandwiches,",1.5,$ ,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allston,2100844000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
KTown Chicken,1632,"136 Harvard Ave,Allston, MA 02134,","Korean,",3,$$ ,60,60,2,1,1,1,1,0,1,0,1,0,0,0,2,0,1,0,Allston,2100844000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Korean Garden Restaurant,1676,"122 Harvard Ave,Allston, MA 02134,","Korean,",3,$$ ,266,264,1,1,0,4,1,2,1,0,2,0,0,0,0,0,0,0,Allston,2100845000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Little Brazil,1798,"170 Harvard Ave,Allston, MA 02134,","Brazilian,",4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allston,2100840000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
McDonald's,1975,"1223 Commonwealth Ave,Allston, MA 02134,","Fast Food,Burgers,Coffee & Tea,",1.5,$ ,78,78,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,Allston,2100835000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Moon Flower House,2077,"110 Brighton Ave,Boston, MA 02134,","Burgers,Bubble Tea,Desserts,",4.5,$$ ,99,92,0,0,0,0,5,10,4,6,5,5,1,0,3,2,8,2,Allston,2100850000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
New Sushi and Poke,2152,"66 Brighton Ave,Allston, MA 02134,","Sushi Bars,Poke,Salad,",3.5,$$ ,63,63,1,1,1,0,3,5,1,2,2,1,1,0,0,2,1,1,Allston,2100805000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
OliToki,2246,"76 Brighton Ave,Boston, MA 02134,","Korean,Asian Fusion,Mexican,",4,$ ,159,159,1,1,1,4,5,1,0,0,1,1,0,3,2,0,0,1,Allston,2100805000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Seoul Topokki,2787,"166 Harvard Ave,Boston, MA 02134,","Korean,",4,$$ ,100,100,2,0,2,3,4,1,0,1,1,3,1,1,0,1,1,1,Allston,2100840000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Shabu-Zen,2796,"80 Brighton Ave,Allston, MA 02134,","Japanese,Chinese,Asian Fusion,",4,$$ ,635,632,9,3,5,3,5,2,4,5,6,4,1,0,0,0,0,0,Allston,2100802000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Shanghai Gate,2811,"204 Harvard Ave,Allston, MA 02134,","Shanghainese,",3.5,$$ ,390,389,0,2,1,1,2,1,2,3,0,1,0,0,0,0,1,0,Allston,2101569000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Spike's Junkyard Dogs,2898,"108 Brighton Ave,Allston, MA 02134,","Hot Dogs,Burgers,Sandwiches,",3.5,$ ,269,269,2,0,1,1,1,0,1,4,1,3,0,0,1,1,2,0,Allston,2100850000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Steve's Kitchen,2936,"120 Harvard Ave,Allston, MA 02134,","Breakfast & Brunch,",4,$ ,105,105,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,Allston,2100845000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Subway,2967,"162 Harvard Ave,Boston, MA 02134,","Sandwiches,",2.5,$ ,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allston,2100840000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Tarboosh,3084,"2 Brighton Ave,Boston, MA 02134,","Pizza,Mediterranean,",4.5,$$ ,92,92,1,1,1,2,3,2,0,0,0,0,0,1,0,0,0,0,Allston,2100745000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
Tasty Pot,3099,"194 Harvard Ave,Boston, MA 02134,","Hot Pot,Bubble Tea,Taiwanese,",4,$$ ,193,193,18,2,6,7,7,4,5,3,4,6,2,0,0,2,1,0,Allston,2100835000,25025000703,29,188.2758621,187.2758621,3.757509158,0.344827586,0.551724138,0,0,0.103448276,54,33,55,69,65,66,44,46,43,43,23,13,39,25,32,19,FALSE
